,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
404,北海,21,2020,20,北海2020,Guangxi,Guangxi2020,强降雨区,湿润 II 区,South,37.561988,37.561988,37.561988,0,0,0,0.573517059,0.056373446,0.121798991,0.135833714,0.039363322,0.03338551,0.006908992,0.015940157,0.016878809,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
424,北京,22,2020,20,北京2020,Beijing,Beijing2020,半湿润区,半湿润区,North,797.52,797.515762,111.644744,507.214098,178.65692,0.004238,0.618263797,0.021644619,0.133290077,0.139716945,0.034888247,0.013962915,0.006919745,0.015964966,0.015348689,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
434,北屯,23,2020,20,北屯2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,2.35909,2.35909,2.35909,0,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
454,本溪,24,2020,20,本溪2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,22.9041,22.9041,22.9041,0,0,0,0.466278292,0.235069439,0.107866234,0.133409614,0.018514703,0.014158623,0.007017322,0.016189568,0.001496205,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
473,毕节,25,2020,20,毕节2020,Guizhou,Guizhou2020,湿润区,湿润 I 区,Southwest,18.1647,17.418,1.0058,14.4719,1.9403,0.7467,0.425400161,0.236024476,0.110886813,0.136698474,0.017898513,0.033386294,0.006909186,0.015940534,0.016855548,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
493,滨州,26,2020,20,滨州2020,Shandong,Shandong2020,半湿润区,半湿润区,East,44.189765,44.189765,1.201,42.988765,0,0,0.502613193,0.171585052,0.119164434,0.141186916,0.018380988,0.014038444,0.006957183,0.016051325,0.010022466,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
513,亳州,27,2020,20,亳州2020,Anhui,Anhui2020,湿润区,湿润 I 区,East,29.628918,29.628918,0,29.628918,0,0,0.544879396,0.096033198,0.112740481,0.136009178,0.03908052,0.032978017,0.006919415,0.015964206,0.015395589,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
533,博尔塔拉蒙古自治州,28,2020,20,博尔塔拉蒙古自治州2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,6.152,6.152,0.912,5.24,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
553,沧州,29,2020,20,沧州2020,Hebei,Hebei2020,半湿润区,半湿润区,North,66.805003,66.805003,36.6822,30.122803,0,0,0.564561652,0.113666661,0.118826221,0.143064439,0.019478819,0.014136664,0.007005852,0.016163628,0.003096064,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
560,昌都,30,2020,20,昌都2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,4.3,4.267,4.267,0,0,0.033,0.42102023,0.24497412,0.107445744,0.135602225,0.017863676,0.033384664,0.006909171,0.015940467,0.016859704,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
580,昌吉回族自治州,31,2020,20,昌吉回族自治州2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,22.765904,22.765904,22.765904,0,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
600,常德,32,2020,20,常德2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,51.62672,51.62672,7.199,42.4357,1.99202,0,0.579525744,0.049888425,0.122186276,0.135859768,0.039422363,0.033385368,0.006908962,0.015940089,0.016883005,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
620,常州,33,2020,20,常州2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,137.723714,137.723714,27.127099,100.338871,10.257744,0,0.713334556,0.019869356,0.153115177,0.001107681,0.039448953,0.033385121,0.006908911,0.015939547,0.016890698,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
640,朝阳,34,2020,20,朝阳2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,44.31,44.31,44.31,0,0,0,0.453806487,0.259540355,0.106366328,0.12295419,0.018515572,0.014114217,0.007018344,0.016189589,0.001494917,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
660,潮州,35,2020,20,潮州2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,40.716415,40.716415,3.939751,36.776664,0,0,0.474819002,0.192880325,0.120937075,0.13995638,0.018249845,0.013956839,0.006912804,0.015948912,0.016338817,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
680,郴州,36,2020,20,郴州2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,32.853,32.853,7.2073,25.6457,0,0,0.480714415,0.186366382,0.121139763,0.140229154,0.018258329,0.013994905,0.006912105,0.01594731,0.016437638,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
700,成都,37,2020,20,成都2020,Sichuan,Sichuan2020,湿润区,半湿润区,Southwest,557.635775,557.630477,267.793856,280.046298,9.790323,0.005298,0.583697922,0.046176966,0.132210991,0.137560595,0.027226174,0.03338501,0.006908888,0.015939918,0.016893536,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
720,承德,38,2020,20,承德2020,Hebei,Hebei2020,半湿润区,半湿润区,North,37.026256,37.026256,8.6867,28.339556,0,0,0.459567073,0.2353178,0.112312373,0.135363598,0.018513489,0.014158312,0.007016846,0.016188501,0.001562008,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
740,池州,39,2020,20,池州2020,Anhui,Anhui2020,强降雨区,湿润 I 区,East,10.4458,10.4458,0.6531,9.0322,0.7605,0,0.513760794,0.158180623,0.114433471,0.141239573,0.023315708,0.014011715,0.006942592,0.016017675,0.012097849,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
760,赤峰,40,2020,20,赤峰2020,Neimenggu ,Neimenggu 2020,半湿润区,干旱半干旱区,North,42.820261,42.820261,32.820685,9.999576,0,0,0.464835083,0.22829213,0.112419819,0.136990403,0.018513045,0.014158031,0.007016584,0.016188099,0.001586806,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
780,崇左,41,2020,20,崇左2020,Guangxi,Guangxi2020,强降雨区,湿润 I 区,South,10.111743,10.111742,10.111742,0,0,0.000001,0.448448774,0.226754926,0.114410766,0.139558159,0.01826754,0.014047284,0.006917769,0.015960333,0.015634448,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
800,滁州,42,2020,20,滁州2020,Anhui,Anhui2020,湿润区,湿润 I 区,East,36.473625,36.473425,6.968725,29.5047,0,0.0002,0.557450608,0.105414771,0.121092306,0.141075958,0.023354893,0.013972362,0.006924021,0.015974831,0.01474025,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
820,楚雄彝族自治州,43,2020,20,楚雄彝族自治州2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,7.4801,7.4801,0,7.4801,0,0,0.378822354,0.158720192,0.091791092,0.272035389,0.025540222,0.033379667,0.006909158,0.015940434,0.016861491,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
840,达州,44,2020,20,达州2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,27.247472,27.247472,0,27.247472,0,0,0.436733188,0.222486375,0.124905354,0.134206273,0.028029719,0.013949847,0.006909566,0.015940805,0.016838873,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
860,大理白族自治州,45,2020,20,大理白族自治州2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,18.072419,18.072419,0,18.072419,0,0,0.378822354,0.158720192,0.091791092,0.272035389,0.025540222,0.033379667,0.006909158,0.015940434,0.016861491,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
880,大连,46,2020,20,大连2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,228.889607,228.889607,108.431907,110.3731,10.0846,0,0.607047472,0.069694901,0.122062662,0.143410918,0.018806706,0.014157655,0.007016255,0.016187629,0.001615802,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
900,大庆,47,2020,20,大庆2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,43.6831,43.683056,43.683056,0,0,0.000044,0.607419498,0.069256887,0.122106975,0.143417774,0.018820084,0.014157634,0.007016244,0.016187605,0.001617298,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
920,大同,48,2020,20,大同2020,Shanxi,Shanxi2020,半湿润区,干旱半干旱区,North,44.379049,44.379049,0,41.579049,2.8,0,0.503586449,0.179061404,0.120417476,0.139292148,0.018510037,0.014155363,0.007015166,0.016185016,0.001776941,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
942,丹东,49,2020,20,丹东2020,Liaoning,Liaoning2020,半湿润区,湿润 I 区,Northeast,45.214993,45.214993,45.214993,0,0,0,0.454318689,0.257885312,0.106460276,0.123991308,0.018515339,0.014126318,0.007018196,0.016189588,0.001494975,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
962,儋州,50,2020,20,儋州2020,Hainan,Hainan2020,强降雨区,湿润 II 区,South,11.9026,11.9026,9.1174,2.7852,0,0,0.4767611,0.17765632,0.11466722,0.137954417,0.020158622,0.033381595,0.006911205,0.015945257,0.016564263,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
982,德宏傣族景颇族自治州,51,2020,20,德宏傣族景颇族自治州2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,19.404937,19.404937,19.404937,0,0,0,0.378822354,0.158720192,0.091791092,0.272035389,0.025540222,0.033379667,0.006909158,0.015940434,0.016861491,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
1002,德阳,52,2020,20,德阳2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,53.935522,53.935522,0.67115,53.264372,0,0,0.484561813,0.162948606,0.122957918,0.138136058,0.01827547,0.03338527,0.006908947,0.015940042,0.016885876,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
1022,德州,53,2020,20,德州2020,Shandong,Shandong2020,半湿润区,半湿润区,East,55.895412,55.895412,8.000146,44.074162,3.821104,0,0.478925511,0.200138575,0.118028237,0.14026451,0.018413032,0.014080272,0.006977933,0.01609915,0.00707278,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
