,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
5931,伊春,308,2020,20,伊春2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,17.74,17.6079,7.4,5.8,4.4079,0.1321,0.451489607,0.288773904,0.094232756,0.108950047,0.018530857,0.013317157,0.007021698,0.016189598,0.001494377,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
5951,伊犁哈萨克自治州,309,2020,20,伊犁哈萨克自治州2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,42.73364,42.43364,42.43364,0,0,0.3,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5971,宜宾,310,2020,20,宜宾2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,41.950489,41.950489,7.641512,32.841016,1.467961,0,0.477885906,0.168731086,0.124922302,0.137370412,0.017974523,0.033381589,0.00690896,0.015940054,0.016885168,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
5991,宜昌,311,2020,20,宜昌2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,66.628336,66.628336,63.534236,0,3.0941,0,0.590093031,0.035049962,0.126485844,0.135877576,0.039371005,0.033385182,0.006908924,0.01594,0.016888476,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
6011,宜春,312,2020,20,宜春2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,76.977375,76.977375,21.0188,55.958575,0,0,0.447421781,0.243240447,0.115133991,0.135186236,0.01848272,0.014134656,0.007005194,0.016161398,0.003233577,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
6031,益阳,313,2020,20,益阳2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,37.018296,37.018296,6.4389,30.579396,0,0,0.492607383,0.172540053,0.121900573,0.140515941,0.018288041,0.014733382,0.006911253,0.015945358,0.016558014,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6051,银川,314,2020,20,银川2020,Ningxia,Ningxia2020,半湿润区,干旱半干旱区,Northwest,78.695424,78.695381,7.165383,58.956598,12.5734,0.000043,0.433116936,0.198896057,0.124838745,0.133037802,0.036983483,0.033385023,0.006908987,0.015939926,0.016893041,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
6071,鹰潭,315,2020,20,鹰潭2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,15.602734,15.602734,5.339114,10.26362,0,0,0.498762713,0.178683709,0.114003504,0.141726468,0.019453018,0.014034047,0.00695498,0.016046252,0.01033531,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
6091,营口,316,2020,20,营口2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,64.584453,64.584453,50.916922,0,13.667531,0,0.498084834,0.194643316,0.110212531,0.139677336,0.018514948,0.014159276,0.007017087,0.016189487,0.001501186,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
6111,永州,317,2020,20,永州2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,24.609713,24.609713,0,24.609713,0,0,0.465415413,0.2036451,0.120284513,0.139434825,0.018246517,0.013952025,0.006914104,0.015951883,0.01615562,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6131,榆林,318,2020,20,榆林2020,Shannxi,Shannxi2020,半湿润区,干旱半干旱区,Northwest,39.1443,39.0582,39.0582,0,0,0.0861,0.499914463,0.132593414,0.122952907,0.136224427,0.035187116,0.033384999,0.006908886,0.015939913,0.016893876,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
6151,玉林,319,2020,20,玉林2020,Guangxi,Guangxi2020,强降雨区,湿润 II 区,South,34.847522,34.847522,0,34.847522,0,0,0.445249302,0.22819066,0.119040536,0.1371885,0.018261191,0.013964778,0.006920802,0.015967099,0.015217131,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
6159,玉树藏族自治州,320,2020,20,玉树藏族自治州2020,Qinghai,Qinghai2020,干旱半干旱区,半湿润区,Northwest,5.33,5.26071,5.26071,0,0,0.06929,0.433536466,0.201080002,0.124612898,0.133553442,0.03409015,0.033385021,0.006908974,0.015939925,0.016893122,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
6179,玉溪,321,2020,20,玉溪2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,26.237471,26.237471,26.237471,0,0,0,0.187531794,0.012766191,0.03918859,0.647937028,0.039448801,0.033385001,0.006908886,0.015939898,0.01689381,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6199,岳阳,322,2020,20,岳阳2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,49.09643,49.09643,8.43,40.66643,0,0,0.553483316,0.07899364,0.120442155,0.135898275,0.038085873,0.033386112,0.006909116,0.015940445,0.016861067,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6219,云浮,323,2020,20,云浮2020,Guangdong,Guangdong2020,强降雨区,湿润 I 区,South,19.863502,19.863502,19.863502,0,0,0,0.448244407,0.227493918,0.113600168,0.139622918,0.018269709,0.014147832,0.006916984,0.015958532,0.015745532,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
6239,运城,324,2020,20,运城2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,36.6,36.6,36.6,0,0,0,0.450602666,0.249869541,0.111325755,0.130792556,0.018514107,0.014157581,0.007017445,0.016188998,0.001531351,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
6259,枣庄,325,2020,20,枣庄2020,Shandong,Shandong2020,半湿润区,湿润 I 区,East,43.957008,43.957008,4.1497,36.885872,2.921436,0,0.49749736,0.175312016,0.123433077,0.13958197,0.018385128,0.014057285,0.006966547,0.016072868,0.00869375,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
6279,湛江,326,2020,20,湛江2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,100.760677,99.895548,26.626771,73.268777,0,0.865129,0.492816976,0.170130458,0.125996021,0.139497768,0.018262094,0.013946711,0.006911735,0.015946432,0.016491805,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
6299,张家界,327,2020,20,张家界2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,12.5106,12.5106,12.5106,0,0,0,0.438556066,0.242095899,0.109932213,0.138835361,0.018263902,0.013976855,0.006919026,0.015963202,0.015457476,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6319,张家口,328,2020,20,张家口2020,Hebei,Hebei2020,半湿润区,干旱半干旱区,North,56.8808,56.8808,56.8808,0,0,0,0.468390423,0.223490118,0.112973937,0.137671216,0.018512832,0.014157871,0.007016472,0.016187897,0.001599234,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
6338,张掖,329,2020,20,张掖2020,Gansu,Gansu2020,干旱半干旱区,干旱半干旱区,Northwest,12.312892,12.312892,4.012,8.300892,0,0,0.409557484,0.248886786,0.11659823,0.133978406,0.017856305,0.033385174,0.006909315,0.015940003,0.016888298,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
6358,漳州,330,2020,20,漳州2020,Fujian,Fujian2020,强降雨区,湿润 II 区,East,71.620664,71.620664,0,69.619264,2.0014,0,0.5877049,0.044268535,0.119872083,0.135891517,0.03942293,0.033391694,0.006911003,0.015944799,0.016592538,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6378,长春,331,2020,20,长春2020,Jilin,Jilin2020,半湿润区,半湿润区,Northeast,220.921398,220.921314,94.756995,123.269054,2.895265,0.000084,0.547797756,0.136315592,0.117034354,0.14145073,0.018515405,0.014158998,0.007016927,0.016189165,0.001521073,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
6398,长沙,332,2020,20,长沙2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,263.181322,263.181322,89.901606,149.328065,23.951651,0,0.587348952,0.038052423,0.126374655,0.135871559,0.039231567,0.033385245,0.006908937,0.01594003,0.016886631,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6418,长治,333,2020,20,长治2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,33.482874,33.48281,12.8881,20.59471,0,0.000064,0.495272837,0.191323411,0.114923838,0.140851842,0.018511285,0.0141556,0.007015257,0.01618528,0.00176065,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
6438,昭通,334,2020,20,昭通2020,Yunnan,Yunnan2020,湿润区,半湿润区,Southwest,22.65612,22.6561,2.536,8.48889,11.63121,0.00002,0.422717246,0.241890491,0.107780863,0.136604403,0.017911581,0.033386158,0.006909154,0.015940468,0.016859636,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6458,肇庆,335,2020,20,肇庆2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,47.338501,47.338501,3.22624,44.112261,0,0,0.513882859,0.135069475,0.120823656,0.138266821,0.019188759,0.033168264,0.006909913,0.015942278,0.016747975,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
6478,镇江,336,2020,20,镇江2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,94.045817,94.045817,0,86.459624,7.586193,0,0.590989613,0.040347864,0.120422285,0.135902685,0.039441091,0.033392791,0.006910605,0.01594388,0.016649186,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
6498,郑州,337,2020,20,郑州2020,Henan,Henan2020,半湿润区,半湿润区,Central,324.873865,324.873845,97.536841,226.09938,1.237624,0.00002,0.557535707,0.09847517,0.13083021,0.14084826,0.018693395,0.01394343,0.006909384,0.015941056,0.016823389,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
6518,中山,338,2020,20,中山2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,52.983572,52.983572,0,52.983572,0,0,0.226514162,0.007405659,0.04881539,0.604688704,0.039448813,0.033385013,0.006908889,0.015939919,0.016893452,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
6535,中卫,339,2020,20,中卫2020,Ningxia,Ningxia2020,干旱半干旱区,干旱半干旱区,Northwest,8.639885,8.639885,8.639885,0,0,0,0.439985405,0.210518758,0.119555345,0.137912716,0.018900645,0.033385018,0.0069089,0.015939922,0.016893291,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
6555,重庆,340,2020,20,重庆2020,Chongqing,Chongqing2020,湿润区,湿润 I 区,Southwest,628.487786,589.747365,194.403058,386.187426,9.156881,38.740421,0.539944283,0.045444375,0.124669352,0.127878371,0.088936394,0.033384993,0.00690889,0.01593992,0.016893422,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
